iter,current_cost,best_cost,feasible
1,5551.497661,5551.497661,true
2,3378.670408,3378.670408,true
3,3378.670408,3378.670408,true
4,3378.670408,3378.670408,true
5,3378.670408,3378.670408,true
6,3378.670408,3378.670408,true
7,3378.670408,3378.670408,true
8,3378.670408,3378.670408,true
9,3378.670408,3378.670408,true
10,3378.670408,3378.670408,true
11,3378.670408,3378.670408,true
12,3378.670408,3378.670408,true
13,3378.670408,3378.670408,true
14,3378.670408,3378.670408,true
15,3378.670408,3378.670408,true
16,3378.670408,3378.670408,true
17,3378.670408,3378.670408,true
18,3378.670408,3378.670408,true
19,3378.670408,3378.670408,true
20,3378.670408,3378.670408,true
21,3378.670408,3378.670408,true
22,3560.742939,3378.670408,false
23,3560.742939,3378.670408,false
24,3560.742939,3378.670408,false
25,3560.742939,3378.670408,false
26,3560.742939,3378.670408,false
27,3560.742939,3378.670408,false
28,3560.742939,3378.670408,false
29,3693.969922,3378.670408,true
30,3693.969922,3378.670408,true
31,3693.969922,3378.670408,true
32,3693.969922,3378.670408,true
33,3693.969922,3378.670408,true
34,3693.969922,3378.670408,true
35,3693.969922,3378.670408,true
36,3693.969922,3378.670408,true
37,3693.969922,3378.670408,true
38,3693.969922,3378.670408,true
39,3560.742939,3378.670408,false
40,3378.670408,3378.670408,true
41,3378.670408,3378.670408,true
42,3378.670408,3378.670408,true
43,3378.670408,3378.670408,true
44,3378.670408,3378.670408,true
45,3378.670408,3378.670408,true
46,3378.670408,3378.670408,true
47,3378.670408,3378.670408,true
48,3378.670408,3378.670408,true
49,3378.670408,3378.670408,true
50,3378.670408,3378.670408,true
51,3378.670408,3378.670408,true
52,3378.670408,3378.670408,true
53,3378.670408,3378.670408,true
54,3378.670408,3378.670408,true
55,3378.670408,3378.670408,true
56,3378.670408,3378.670408,true
57,3378.670408,3378.670408,true
58,3378.670408,3378.670408,true
59,3378.670408,3378.670408,true
60,3378.670408,3378.670408,true
61,3378.670408,3378.670408,true
62,3378.670408,3378.670408,true
63,3378.670408,3378.670408,true
64,3378.670408,3378.670408,true
65,3378.670408,3378.670408,true
66,3378.670408,3378.670408,true
67,3378.670408,3378.670408,true
68,3378.670408,3378.670408,true
69,3378.670408,3378.670408,true
70,3378.670408,3378.670408,true
71,3378.670408,3378.670408,true
72,3378.670408,3378.670408,true
73,3378.670408,3378.670408,true
74,3378.670408,3378.670408,true
75,3378.670408,3378.670408,true
76,3378.670408,3378.670408,true
77,3378.670408,3378.670408,true
78,3378.670408,3378.670408,true
79,3378.670408,3378.670408,true
80,3378.670408,3378.670408,true
81,3378.670408,3378.670408,true
82,3378.670408,3378.670408,true
83,3378.670408,3378.670408,true
84,3378.670408,3378.670408,true
85,3378.670408,3378.670408,true
86,3378.670408,3378.670408,true
87,3378.670408,3378.670408,true
88,3378.670408,3378.670408,true
89,3378.670408,3378.670408,true
90,3378.670408,3378.670408,true
91,3378.670408,3378.670408,true
92,3378.670408,3378.670408,true
93,3560.742939,3378.670408,false
94,3560.742939,3378.670408,false
95,3560.742939,3378.670408,false
96,3560.742939,3378.670408,false
97,3560.742939,3378.670408,false
98,3560.742939,3378.670408,false
99,3560.742939,3378.670408,false
100,3560.742939,3378.670408,false
101,3560.742939,3378.670408,false
102,3560.742939,3378.670408,false
103,3693.969922,3378.670408,true
104,3693.969922,3378.670408,true
105,3693.969922,3378.670408,true
106,3693.969922,3378.670408,true
107,3693.969922,3378.670408,true
108,3693.969922,3378.670408,true
109,3693.969922,3378.670408,true
110,3693.969922,3378.670408,true
111,3693.969922,3378.670408,true
112,3693.969922,3378.670408,true
113,3693.969922,3378.670408,true
114,3693.969922,3378.670408,true
115,3693.969922,3378.670408,true
116,3693.969922,3378.670408,true
117,3693.969922,3378.670408,true
118,3693.969922,3378.670408,true
119,3693.969922,3378.670408,true
120,3378.670408,3378.670408,true
121,3378.670408,3378.670408,true
122,3378.670408,3378.670408,true
123,3378.670408,3378.670408,true
124,3378.670408,3378.670408,true
125,3378.670408,3378.670408,true
126,3378.670408,3378.670408,true
127,3378.670408,3378.670408,true
128,3378.670408,3378.670408,true
129,3378.670408,3378.670408,true
130,3378.670408,3378.670408,true
131,3378.670408,3378.670408,true
132,3378.670408,3378.670408,true
133,3378.670408,3378.670408,true
134,3378.670408,3378.670408,true
135,3378.670408,3378.670408,true
136,3378.670408,3378.670408,true
137,3378.670408,3378.670408,true
138,3378.670408,3378.670408,true
139,3378.670408,3378.670408,true
140,3378.670408,3378.670408,true
141,3378.670408,3378.670408,true
142,3378.670408,3378.670408,true
143,3378.670408,3378.670408,true
144,3378.670408,3378.670408,true
145,3378.670408,3378.670408,true
146,3378.670408,3378.670408,true
147,3378.670408,3378.670408,true
148,3378.670408,3378.670408,true
149,3378.670408,3378.670408,true
150,3378.670408,3378.670408,true
151,3378.670408,3378.670408,true
152,3378.670408,3378.670408,true
153,3378.670408,3378.670408,true
154,3378.670408,3378.670408,true
155,3378.670408,3378.670408,true
156,3378.670408,3378.670408,true
157,3378.670408,3378.670408,true
158,3378.670408,3378.670408,true
159,3378.670408,3378.670408,true
160,3378.670408,3378.670408,true
161,3378.670408,3378.670408,true
162,3378.670408,3378.670408,true
