iter,current_cost,best_cost,feasible
1,8176.251044,8176.251044,true
2,8083.922929,8083.922929,true
3,8062.074220,8062.074220,true
4,8038.859990,8038.859990,true
5,8038.327863,8038.327863,true
6,8038.327863,8038.327863,true
7,8024.651683,8024.651683,true
8,8052.121612,8024.651683,true
9,8024.651683,8024.651683,true
10,7987.482035,7987.482035,true
11,7979.963185,7979.963185,true
12,7976.666060,7976.666060,true
13,7966.538494,7966.538494,true
14,7966.538494,7966.538494,true
15,7959.699489,7959.699489,true
16,7947.312239,7947.312239,true
17,7866.664073,7866.664073,true
18,7856.397265,7856.397265,true
19,7854.641578,7854.641578,true
20,7854.610150,7854.610150,true
21,7827.004499,7827.004499,true
22,7902.041758,7827.004499,true
23,7827.004499,7827.004499,true
24,7794.829000,7794.829000,true
25,7773.769298,7773.769298,true
26,7773.769298,7773.769298,true
27,7769.949447,7769.949447,true
28,7833.828397,7769.949447,true
29,7763.373045,7763.373045,true
30,7761.535390,7761.535390,true
31,7755.950406,7755.950406,true
32,7727.706772,7727.706772,true
33,7727.706772,7727.706772,true
34,7723.026701,7723.026701,true
35,7709.789973,7709.789973,true
36,7774.475183,7709.789973,true
37,7813.409038,7709.789973,true
38,7797.781860,7709.789973,true
39,7797.781860,7709.789973,true
40,7767.082600,7709.789973,true
41,7767.082600,7709.789973,true
42,7709.789973,7709.789973,true
43,7653.344893,7653.344893,true
44,7647.202703,7647.202703,true
45,7674.810927,7647.202703,true
46,7647.202703,7647.202703,true
47,7636.864511,7636.864511,true
48,7609.745834,7609.745834,true
49,7606.268529,7606.268529,true
50,7605.771393,7605.771393,true
51,7605.771393,7605.771393,true
52,7649.451579,7605.771393,true
53,7646.643522,7605.771393,true
54,7605.771393,7605.771393,true
55,7642.509102,7605.771393,true
56,7634.864510,7605.771393,true
57,7627.515732,7605.771393,true
58,7605.771393,7605.771393,true
59,7597.390661,7597.390661,true
60,7597.390661,7597.390661,true
61,7583.770732,7583.770732,true
62,7561.803072,7561.803072,true
63,7561.803072,7561.803072,true
64,7547.071767,7547.071767,true
65,7512.726395,7512.726395,true
66,7500.991060,7500.991060,true
67,7489.528064,7489.528064,true
68,7489.528064,7489.528064,true
69,7478.827181,7478.827181,true
70,7460.185895,7460.185895,true
71,7499.824995,7460.185895,true
72,7460.185895,7460.185895,true
73,7460.185895,7460.185895,true
74,7440.628680,7440.628680,true
75,7440.628680,7440.628680,false
76,7440.628680,7440.628680,false
77,7440.628680,7440.628680,false
78,7440.628680,7440.628680,false
79,7440.628680,7440.628680,false
80,7440.628680,7440.628680,false
81,7440.628680,7440.628680,false
82,7587.099558,7440.628680,false
83,7469.452912,7440.628680,false
84,7454.933473,7440.628680,false
85,7555.260487,7440.628680,true
86,7454.933473,7440.628680,true
87,7454.933473,7440.628680,true
88,7454.933473,7440.628680,true
89,7440.628680,7440.628680,true
90,7409.825118,7409.825118,true
91,7409.825118,7409.825118,true
92,7348.959351,7348.959351,true
93,7322.165275,7322.165275,true
94,7322.165275,7322.165275,true
95,7322.165275,7322.165275,true
96,7320.832514,7320.832514,true
97,7445.345401,7320.832514,true
98,7384.926247,7320.832514,true
99,7384.926247,7320.832514,true
100,7384.926247,7320.832514,true
101,7346.147653,7320.832514,true
102,7331.480935,7320.832514,true
103,7320.832514,7320.832514,true
104,7470.167785,7320.832514,true
105,7477.667282,7320.832514,true
106,7477.667282,7320.832514,true
107,7470.167785,7320.832514,true
108,7448.929639,7320.832514,true
109,7441.643336,7320.832514,true
110,7367.669894,7320.832514,false
111,7367.669894,7320.832514,false
112,7367.669894,7320.832514,false
113,7437.935120,7320.832514,false
114,7437.935120,7320.832514,true
115,7367.669894,7320.832514,true
116,7356.139724,7320.832514,true
117,7350.476505,7320.832514,true
118,7350.476505,7320.832514,true
119,7341.879165,7320.832514,true
120,7340.354774,7320.832514,true
121,7344.574247,7320.832514,true
122,7340.354774,7320.832514,true
123,7340.354774,7320.832514,true
124,7399.677695,7320.832514,true
125,7399.677695,7320.832514,true
126,7497.602818,7320.832514,true
127,7399.677695,7320.832514,true
128,7399.677695,7320.832514,true
129,7364.740579,7320.832514,true
130,7363.312288,7320.832514,true
131,7362.565379,7320.832514,true
132,7362.565379,7320.832514,true
133,7343.820275,7320.832514,true
134,7340.438667,7320.832514,true
135,7337.765102,7320.832514,true
136,7349.794495,7320.832514,true
137,7336.594348,7320.832514,true
138,7313.389146,7313.389146,true
139,7313.389146,7313.389146,false
140,7313.389146,7313.389146,false
141,7313.389146,7313.389146,false
142,7339.835242,7313.389146,true
143,7313.389146,7313.389146,true
144,7332.323101,7313.389146,true
145,7332.323101,7313.389146,true
146,7332.323101,7313.389146,true
147,7332.323101,7313.389146,true
148,7332.323101,7313.389146,true
149,7330.707913,7313.389146,true
150,7313.389146,7313.389146,true
151,7313.389146,7313.389146,true
152,7309.905677,7309.905677,true
153,7307.530401,7307.530401,true
154,7307.530401,7307.530401,true
155,7307.530401,7307.530401,true
156,7300.576137,7300.576137,true
157,7302.834923,7300.576137,true
158,7300.576137,7300.576137,true
159,7286.243439,7286.243439,true
160,7286.243439,7286.243439,true
161,7286.243439,7286.243439,true
162,7286.866895,7286.243439,true
163,7312.410511,7286.243439,false
164,7312.410511,7286.243439,false
165,7312.410511,7286.243439,false
166,7312.410511,7286.243439,false
167,7408.930227,7286.243439,false
168,7408.930227,7286.243439,true
169,7312.410511,7286.243439,true
170,7300.615901,7286.243439,true
171,7422.720537,7286.243439,true
172,7408.602494,7286.243439,true
173,7300.615901,7286.243439,true
174,7324.472131,7286.243439,true
175,7398.145128,7286.243439,true
176,7394.313025,7286.243439,true
177,7389.504512,7286.243439,true
178,7386.920054,7286.243439,true
179,7347.455367,7286.243439,true
180,7274.790185,7274.790185,true
181,7268.742738,7268.742738,true
182,7268.041312,7268.041312,true
183,7265.074914,7265.074914,true
184,7254.116540,7254.116540,true
185,7253.250848,7253.250848,true
186,7313.254020,7253.250848,true
187,7344.366170,7253.250848,true
188,7344.366170,7253.250848,true
189,7313.254020,7253.250848,true
190,7226.152961,7226.152961,true
191,7184.787089,7184.787089,true
192,7176.329811,7176.329811,true
193,7176.329811,7176.329811,true
194,7175.598200,7175.598200,true
195,7148.156165,7148.156165,true
196,7144.573022,7144.573022,true
197,7136.073581,7136.073581,true
198,7143.290784,7136.073581,true
199,7132.377832,7132.377832,true
200,7132.377832,7132.377832,true
201,7132.377832,7132.377832,true
202,7123.869108,7123.869108,true
203,7123.869108,7123.869108,true
204,7190.079159,7123.869108,true
205,7123.869108,7123.869108,true
206,7120.354715,7120.354715,true
207,7120.354715,7120.354715,true
208,7120.354715,7120.354715,true
209,7119.119907,7119.119907,true
210,7118.084501,7118.084501,true
211,7112.754179,7112.754179,true
212,7112.754179,7112.754179,true
213,7112.754179,7112.754179,true
214,7105.231236,7105.231236,true
215,7093.308667,7093.308667,true
216,7088.763677,7088.763677,true
217,7088.763677,7088.763677,true
218,7088.763677,7088.763677,true
219,7060.910810,7060.910810,true
220,7054.260310,7054.260310,true
221,7036.062150,7036.062150,true
222,7036.062150,7036.062150,true
223,7029.345294,7029.345294,true
