iter,current_cost,best_cost,feasible
1,1584.491119,1584.491119,true
2,1532.359531,1532.359531,true
3,1523.116351,1523.116351,true
4,1523.116351,1523.116351,true
5,1523.116351,1523.116351,true
6,1494.387968,1494.387968,true
7,1471.190916,1471.190916,true
8,1471.190916,1471.190916,true
9,1512.917954,1471.190916,true
10,1512.917954,1471.190916,true
11,1402.724947,1402.724947,true
12,1402.724947,1402.724947,true
13,1402.724947,1402.724947,true
14,1402.724947,1402.724947,true
15,1402.724947,1402.724947,true
16,1402.724947,1402.724947,true
17,1402.724947,1402.724947,true
18,1402.724947,1402.724947,true
19,1402.724947,1402.724947,true
20,1402.724947,1402.724947,true
21,1663.736660,1402.724947,true
22,1705.048003,1402.724947,true
23,1705.048003,1402.724947,true
24,1705.048003,1402.724947,true
25,1705.048003,1402.724947,true
26,1705.048003,1402.724947,true
27,1705.048003,1402.724947,true
28,1705.048003,1402.724947,true
29,1505.891193,1402.724947,true
30,1527.005455,1402.724947,true
31,1663.736660,1402.724947,true
32,1431.373356,1402.724947,true
33,1539.779931,1402.724947,true
34,1493.798962,1402.724947,true
35,1493.798962,1402.724947,true
36,1493.798962,1402.724947,true
37,1431.373356,1402.724947,true
38,1492.505884,1402.724947,true
39,1492.505884,1402.724947,true
40,1431.373356,1402.724947,true
41,1431.373356,1402.724947,true
42,1431.373356,1402.724947,true
43,1431.373356,1402.724947,true
44,1431.373356,1402.724947,true
45,1431.373356,1402.724947,true
46,1431.373356,1402.724947,true
47,1431.373356,1402.724947,true
48,1431.373356,1402.724947,true
49,1431.373356,1402.724947,true
50,1431.373356,1402.724947,true
51,1431.373356,1402.724947,true
52,1431.373356,1402.724947,true
53,1493.798962,1402.724947,false
54,1493.798962,1402.724947,true
55,1493.798962,1402.724947,true
56,1511.488786,1402.724947,true
57,1511.488786,1402.724947,true
58,1511.488786,1402.724947,true
59,1508.793326,1402.724947,false
60,1459.363233,1402.724947,true
61,1459.363233,1402.724947,true
62,1438.067513,1402.724947,true
63,1438.067513,1402.724947,true
64,1402.724947,1402.724947,true
65,1402.724947,1402.724947,true
66,1402.724947,1402.724947,true
67,1402.724947,1402.724947,true
68,1402.724947,1402.724947,true
69,1402.724947,1402.724947,true
70,1653.363212,1402.724947,false
71,1653.363212,1402.724947,true
72,1546.224282,1402.724947,true
73,1546.224282,1402.724947,true
74,1505.891193,1402.724947,true
75,1492.505884,1402.724947,true
76,1492.505884,1402.724947,true
77,1539.942138,1402.724947,false
78,1539.942138,1402.724947,false
79,1539.942138,1402.724947,false
80,1431.373356,1402.724947,true
81,1431.373356,1402.724947,true
82,1431.373356,1402.724947,true
83,1431.373356,1402.724947,true
84,1431.373356,1402.724947,true
85,1431.373356,1402.724947,true
86,1493.798962,1402.724947,true
87,1431.373356,1402.724947,true
88,1431.373356,1402.724947,true
89,1461.983823,1402.724947,false
90,1615.756450,1402.724947,false
91,1657.322796,1402.724947,true
92,1657.322796,1402.724947,true
93,1431.373356,1402.724947,true
94,1431.373356,1402.724947,true
95,1431.373356,1402.724947,true
96,1431.373356,1402.724947,true
97,1543.251922,1402.724947,true
98,1543.251922,1402.724947,true
99,1543.251922,1402.724947,true
100,1870.780885,1402.724947,true
101,1870.780885,1402.724947,true
102,1873.538094,1402.724947,true
103,1873.538094,1402.724947,true
104,1824.085134,1402.724947,true
105,1824.085134,1402.724947,false
106,1824.085134,1402.724947,false
107,1470.027547,1402.724947,false
108,1470.027547,1402.724947,false
109,1470.027547,1402.724947,false
110,1470.027547,1402.724947,false
111,1470.027547,1402.724947,false
112,1470.027547,1402.724947,false
113,1470.027547,1402.724947,false
114,1442.959498,1402.724947,false
115,1442.959498,1402.724947,false
116,1684.766265,1402.724947,true
117,1554.072353,1402.724947,true
118,1554.072353,1402.724947,true
119,1508.252719,1402.724947,true
120,1492.505884,1402.724947,true
121,1505.891193,1402.724947,true
122,1508.252719,1402.724947,true
123,1508.252719,1402.724947,true
124,1508.252719,1402.724947,true
125,1459.363233,1402.724947,true
126,1459.363233,1402.724947,true
127,1459.363233,1402.724947,true
128,1402.724947,1402.724947,true
129,1471.190916,1402.724947,true
130,1494.387968,1402.724947,true
131,1494.387968,1402.724947,true
132,1494.387968,1402.724947,true
133,1494.387968,1402.724947,true
134,1494.387968,1402.724947,true
135,1494.387968,1402.724947,true
136,1523.116351,1402.724947,true
137,1532.359531,1402.724947,true
138,1532.359531,1402.724947,true
139,1494.387968,1402.724947,true
140,1559.192454,1402.724947,true
141,1431.373356,1402.724947,true
142,1431.373356,1402.724947,true
143,1431.373356,1402.724947,true
144,1431.373356,1402.724947,true
145,1431.373356,1402.724947,true
146,1431.373356,1402.724947,true
147,1431.373356,1402.724947,true
148,1431.373356,1402.724947,true
149,1431.373356,1402.724947,true
150,1431.373356,1402.724947,true
151,1431.373356,1402.724947,true
152,1492.505884,1402.724947,false
153,1505.891193,1402.724947,true
154,1492.505884,1402.724947,true
155,1492.505884,1402.724947,true
156,1508.252719,1402.724947,true
157,1459.363233,1402.724947,true
158,1402.724947,1402.724947,true
159,1402.724947,1402.724947,true
160,1471.190916,1402.724947,true
161,1402.724947,1402.724947,true
162,1402.724947,1402.724947,true
