iter,current_cost,best_cost,feasible
1,3507.180268,3507.180268,true
2,3325.202284,3325.202284,true
3,3325.202284,3325.202284,true
4,3325.202284,3325.202284,true
5,3577.321282,3325.202284,true
6,2966.582493,2966.582493,true
7,2966.582493,2966.582493,true
8,2875.402445,2875.402445,true
9,2875.402445,2875.402445,true
10,2875.402445,2875.402445,true
11,2875.402445,2875.402445,true
12,2875.402445,2875.402445,true
13,2875.402445,2875.402445,true
14,2875.402445,2875.402445,true
15,2875.402445,2875.402445,true
16,2875.402445,2875.402445,true
17,2875.402445,2875.402445,true
18,2875.402445,2875.402445,true
19,2875.402445,2875.402445,true
20,2875.402445,2875.402445,true
21,2875.402445,2875.402445,true
22,2875.402445,2875.402445,true
23,2875.402445,2875.402445,true
24,2875.402445,2875.402445,true
25,2875.402445,2875.402445,true
26,3819.019856,2875.402445,true
27,3819.019856,2875.402445,true
28,3733.917467,2875.402445,true
29,3772.510931,2875.402445,true
30,3642.737420,2875.402445,true
31,3642.737420,2875.402445,true
32,3642.737420,2875.402445,true
33,3642.737420,2875.402445,true
34,3642.737420,2875.402445,true
35,3642.737420,2875.402445,true
36,3642.737420,2875.402445,true
37,3642.737420,2875.402445,true
38,3642.737420,2875.402445,true
39,3642.737420,2875.402445,true
40,3733.917467,2875.402445,true
41,3642.737420,2875.402445,true
42,3642.737420,2875.402445,true
43,3032.124393,2875.402445,true
44,3032.124393,2875.402445,true
45,3032.124393,2875.402445,true
46,3338.044344,2875.402445,true
47,3151.792162,2875.402445,true
48,2875.402445,2875.402445,true
49,2875.402445,2875.402445,true
50,2875.402445,2875.402445,true
51,2875.402445,2875.402445,true
52,2875.402445,2875.402445,true
53,2966.582493,2875.402445,true
54,2966.582493,2875.402445,true
55,2966.582493,2875.402445,true
56,3605.686938,2875.402445,true
57,3605.686938,2875.402445,true
58,3220.070522,2875.402445,true
59,2875.402445,2875.402445,true
60,2875.402445,2875.402445,true
61,3181.388570,2875.402445,true
62,3181.388570,2875.402445,true
63,3181.388570,2875.402445,true
64,3181.388570,2875.402445,true
65,3181.388570,2875.402445,true
66,3032.124393,2875.402445,true
67,3032.124393,2875.402445,true
68,3032.124393,2875.402445,true
69,3445.867659,2875.402445,true
70,3169.480577,2875.402445,true
71,3169.480577,2875.402445,true
72,3169.480577,2875.402445,true
73,3169.480577,2875.402445,true
74,3169.480577,2875.402445,true
75,3169.480577,2875.402445,true
76,3169.480577,2875.402445,true
77,3169.480577,2875.402445,true
78,3169.480577,2875.402445,true
79,3169.480577,2875.402445,true
80,3279.994094,2875.402445,true
81,3279.994094,2875.402445,true
82,3274.813825,2875.402445,true
83,3274.813825,2875.402445,true
84,3274.813825,2875.402445,true
85,3274.813825,2875.402445,true
86,3274.813825,2875.402445,true
87,3274.813825,2875.402445,true
88,3032.124393,2875.402445,false
89,3032.124393,2875.402445,false
90,3032.124393,2875.402445,false
91,3032.124393,2875.402445,true
92,3445.867659,2875.402445,true
93,3445.867659,2875.402445,true
94,3445.867659,2875.402445,true
95,3733.917467,2875.402445,true
96,3733.917467,2875.402445,true
97,3733.917467,2875.402445,true
98,3733.917467,2875.402445,true
99,3642.737420,2875.402445,true
100,3642.737420,2875.402445,true
101,3642.737420,2875.402445,true
102,3642.737420,2875.402445,true
103,3642.737420,2875.402445,true
104,3642.737420,2875.402445,true
105,3642.737420,2875.402445,true
106,3642.737420,2875.402445,true
107,3642.737420,2875.402445,true
108,3642.737420,2875.402445,true
109,3642.737420,2875.402445,true
110,3642.737420,2875.402445,true
111,3642.737420,2875.402445,true
112,3642.737420,2875.402445,true
113,3642.737420,2875.402445,true
114,3642.737420,2875.402445,true
115,3819.019856,2875.402445,true
116,3151.792162,2875.402445,true
117,3151.792162,2875.402445,true
118,3151.792162,2875.402445,true
119,3151.792162,2875.402445,true
120,3032.124393,2875.402445,true
121,3032.124393,2875.402445,true
122,2875.402445,2875.402445,true
123,2875.402445,2875.402445,true
124,2588.208628,2875.402445,false
125,2588.208628,2875.402445,false
126,2588.208628,2875.402445,false
127,2690.195410,2875.402445,false
128,3318.493121,2875.402445,false
129,3318.493121,2875.402445,false
130,3181.388570,2875.402445,true
131,3181.388570,2875.402445,true
132,3181.388570,2875.402445,true
133,3208.286663,2875.402445,true
134,3208.286663,2875.402445,true
135,2863.618586,2875.402445,false
136,2927.900541,2875.402445,false
137,2927.900541,2875.402445,false
138,2932.876704,2875.402445,false
139,2932.876704,2875.402445,false
140,2932.876704,2875.402445,false
141,2932.876704,2875.402445,false
142,3475.824939,2875.402445,false
143,2875.402445,2875.402445,true
144,2875.402445,2875.402445,true
145,2875.402445,2875.402445,true
146,2875.402445,2875.402445,true
147,2875.402445,2875.402445,true
148,2875.402445,2875.402445,true
149,2875.402445,2875.402445,true
150,2875.402445,2875.402445,true
151,2875.402445,2875.402445,true
152,2875.402445,2875.402445,true
153,2875.402445,2875.402445,true
154,2875.402445,2875.402445,true
155,2966.582493,2875.402445,true
156,2875.402445,2875.402445,true
157,3032.124393,2875.402445,true
158,3032.124393,2875.402445,true
159,3032.124393,2875.402445,true
160,3032.124393,2875.402445,true
161,2875.402445,2875.402445,true
162,2875.402445,2875.402445,true
